year,collecting_dat_m/dd/yyyy,plot,management,climate,species,individual,capsel,Seed_count,unviable,status,herbivory,ripe,comments,unviable_seeds,edge_of_plot,sepcific_comment,
2018,8/16/2018,8_2,grazing,ambient,Cre_bie,2,1,51,,,,,,,,,
2018,8/16/2018,8_3,mowing,ambient,Cre_bie,1,1,51,,,,,,,,,
2018,8/16/2018,8_3,mowing,ambient,Cre_bie,2,1,44,,,,,,,,,
2018,8/16/2018,9_1,mowing,future,Cre_bie,2,1,27,,,,,,,,,
2018,8/16/2018,9_1,mowing,future,Cre_bie,1,1,51,,,,,,,,,
2018,8/16/2018,9_4,grazing,future,Cre_bie,1,1,31,,,,,,,,,
2018,8/16/2018,9_4,grazing,future,Cre_bie,2,1,62,,,,,,,,,
2019,2/8/2019,1_1,mowing,ambient,Cre_bie,2,,48,,,,,,,,,
2019,2/8/2019,1_1,mowing,ambient,Cre_bie,1,,55,,,,,,,,,
2019,2/8/2019,1_1,mowing,ambient,Cre_bie,3,,46,,,,,,,,,
2019,2/8/2019,1_3,grazing,ambient,Cre_bie,2,,44,,,,,teilweise kleine Samen,,,,
2019,2/8/2019,1_3,grazing,ambient,Cre_bie,1,,57,,,,,,,,,
2019,2/8/2019,10_1,grazing,ambient,Cre_bie,1,,32,,,,,,,1,,
2019,2/8/2019,10_1,grazing,ambient,Cre_bie,2,,31,,,,,,,,,
2019,2/8/2019,10_2,mowing,ambient,Cre_bie,2,,53,,,,,,,,,
2019,2/8/2019,10_2,mowing,ambient,Cre_bie,1,,24,,,,,,,,,
2019,2/8/2019,2_2,grazing,future,Cre_bie,1,,50,,,,,,,1,,
2019,2/8/2019,2_5,mowing,future,Cre_bie,1,,62,,,,,,,,,
2019,2/8/2019,2_5,mowing,future,Cre_bie,2,,52,,,,,,,1,,
2019,2/8/2019,3_4,mowing,ambient,Cre_bie,1,,72,,,,,,,,,
2019,2/8/2019,3_4,mowing,ambient,Cre_bie,2,,38,,,,,,,,,
2019,2/8/2019,3_5,grazing,ambient,Cre_bie,1,,58,,,,,,,1,,
2019,2/8/2019,4_4,mowing,future,Cre_bie,2,,54,,,,,,,1,,
2019,2/8/2019,4_4,mowing,future,Cre_bie,1,,41,,,,,ganz kleine nicht mitgezählt,,,,
2019,2/8/2019,4_5,grazing,future,Cre_bie,2,,56,,,,,,,1,,
2019,2/8/2019,4_5,grazing,future,Cre_bie,1,,61,,,,,,,1,,
2019,2/8/2019,4_5,grazing,future,Cre_bie,3,,29,,,,,,,,,
2019,2/8/2019,5_4,grazing,ambient,Cre_bie,2,,42,,,,,,,,,
2019,2/8/2019,5_4,grazing,ambient,Cre_bie,1,,72,,,,,,,1,,
2019,2/8/2019,5_5,mowing,ambient,Cre_bie,1,,39,,,,,,,,,
2019,2/8/2019,5_5,mowing,ambient,Cre_bie,2,,71,,,,,"teilweise kleine Samen,davon größere mitgezählt",,,,
2019,2/8/2019,6_1,grazing,future,Cre_bie,1,,30,,,,,fast alle Samen sehr klein & schwarz,,,,
2019,2/8/2019,6_1,grazing,future,Cre_bie,2,,44,,,,,,,,,
2019,2/8/2019,6_3,mowing,future,Cre_bie,1,,49,,,,,,,,,
2019,2/8/2019,6_3,mowing,future,Cre_bie,2,,65,,,,,,,,,
2019,2/8/2019,6_3,mowing,future,Cre_bie,3,,43,,,,,,,,,
2019,2/8/2019,7_2,mowing,future,Cre_bie,1,,58,,,,,,,,,
2019,2/8/2019,7_2,mowing,future,Cre_bie,2,,36,,,,,,,,,
2019,2/8/2019,7_3,grazing,future,Cre_bie,2,,47,,,,,,,,,
2019,2/8/2019,7_3,grazing,future,Cre_bie,1,,44,,,,,,,,,
2019,2/8/2019,8_2,grazing,ambient,Cre_bie,1,,45,,,,,,,1,,
2019,2/8/2019,8_2,grazing,ambient,Cre_bie,2,,49,,,,,,,1,,
2019,2/8/2019,8_3,mowing,ambient,Cre_bie,2,,49,,,,,,,,,
2019,2/8/2019,8_3,mowing,ambient,Cre_bie,1,,73,,,,,,,1,,
2019,2/8/2019,9_1,mowing,future,Cre_bie,2,,39,,,,,,,,,
2019,2/8/2019,9_1,mowing,future,Cre_bie,1,,42,,,,,,,,,
2019,2/8/2019,9_4,grazing,future,Cre_bie,1,,44,,,,,,,,,
2019,2/8/2019,9_4,grazing,future,Cre_bie,2,,42,,,,,,,1,,
2020,8/10/2020,6_3,mowing,future,Cre_bie,1,,67,,,,,,,,,
2020,8/10/2020,6_3,mowing,future,Cre_bie,2,,57,,,,,,,,,
2020,8/11/2020,8_3,mowing,ambient,Cre_bie,2,,31,,,,,,,,,
2020,8/11/2020,8_3,mowing,ambient,Cre_bie,1,,46,,,,,,,,,
2020,8/11/2020,2_5,mowing,future,Cre_bie,1,,27,,,,,,,,,
2020,8/11/2020,2_5,mowing,future,Cre_bie,2,,62,,,,,,,,,
2020,8/11/2020,1_1,mowing,ambient,Cre_bie,1,,48,,,,,,,,,
2020,8/11/2020,1_1,mowing,ambient,Cre_bie,2,,57,,,,,,,,,
2020,8/11/2020,3_4,mowing,ambient,Cre_bie,1,,36,,,,,,,,,
2020,8/11/2020,3_4,mowing,ambient,Cre_bie,2,,39,,,,,,,,,
2020,8/11/2020,4_4,mowing,future,Cre_bie,1,,40,,,,,,,,,
2020,8/11/2020,4_4,mowing,future,Cre_bie,2,,26,,,,,,,,,
2020,8/11/2020,5_4,grazing,ambient,Cre_bie,1,,53,,,,,,,,,
2020,8/11/2020,5_4,grazing,ambient,Cre_bie,2,,42,,,,,,,,,
2020,8/11/2020,7_3,grazing,future,Cre_bie,1,,46,,,,,,,,,
2020,8/11/2020,8_2,grazing,ambient,Cre_bie,1,,31,,,,,,,,,
2020,8/11/2020,10_1,grazing,ambient,Cre_bie,1,,51,,,,,,,,,
2020,8/11/2020,10_1,grazing,ambient,Cre_bie,2,,34,,,,,,,,,
2020,8/11/2020,1_3,grazing,ambient,Cre_bie,1,,37,,,,,,,,,
2020,8/11/2020,9_1,mowing,future,Cre_bie,2,,56,,,,,,,,,
2020,8/11/2020,9_1,mowing,future,Cre_bie,1,,42,,,,,,,,,
2020,8/11/2020,10_2,mowing,ambient,Cre_bie,1,,31,,,,,,,,,
2020,8/11/2020,10_2,mowing,ambient,Cre_bie,2,,48,,,,,,,,,
2020,8/10/2020,5_5,mowing,ambient,Cre_bie,1,,21,,,,,,,,,
2020,8/10/2020,5_5,mowing,ambient,Cre_bie,2,,45,,,,,,,,,
2021,8/18/2021,7_3,grazing,future,Cre_bie,1,,39,0,,0,1,,,,,
2021,8/18/2021,10_1,grazing,ambient,Cre_bie,1,,56,0,,0,1,,,,,
2021,8/18/2021,7_3,grazing,future,Cre_bie,2,,31,0,,0,1,,,,,
2021,8/18/2021,9_4,grazing,future,Cre_bie,1,,46,0,,0,1,,,,,
2021,8/18/2021,3_5,grazing,ambient,Cre_bie,1,,36,0,,0,1,,,,,
2018,8/16/2018,1_1,mowing,ambient,Dia_car,1,1,30,,green,,,,,,,
2018,8/16/2018,1_1,mowing,ambient,Dia_car,1,2,20,,open,,,,,,,
2018,8/16/2018,1_1,mowing,ambient,Dia_car,1,3,6,,green,,,,,,,
2018,8/16/2018,1_1,mowing,ambient,Dia_car,2,1,59,,green,,,pretty_small_if_possible_kick_out,,,,
2018,8/16/2018,1_1,mowing,ambient,Dia_car,2,2,7,,green,,,,,,,
2018,8/16/2018,1_3,grazing,ambient,Dia_car,1,1,34,,green,,,pretty_small_if_possible_kick_out,,,,
2018,8/16/2018,1_3,grazing,ambient,Dia_car,1,2,26,,green,,,,,,,
2018,8/16/2018,1_3,grazing,ambient,Dia_car,1,3,NA,,flower,,,,,,,
2018,8/16/2018,1_3,grazing,ambient,Dia_car,2,1,7,,open,,,empty,,,,
2018,8/16/2018,1_3,grazing,ambient,Dia_car,2,2,30,,green,,,,,,,
2018,8/16/2018,1_3,grazing,ambient,Dia_car,2,3,NA,,flower,,,,,,,
2018,8/16/2018,10_1,grazing,ambient,Dia_car,1,1,20,,green,,,,,,,
2018,8/16/2018,10_1,grazing,ambient,Dia_car,1,2,21,,green,,,,,,,
2018,8/16/2018,10_1,grazing,ambient,Dia_car,1,3,NA,,flower,,,,,,,
2018,8/16/2018,10_1,grazing,ambient,Dia_car,1,4,NA,,flower,,,,,,,
2018,8/16/2018,10_1,grazing,ambient,Dia_car,2,1,0,,open,,,squeezed,,,,
2018,8/16/2018,10_1,grazing,ambient,Dia_car,2,2,NA,,immature,,,,,,,
2018,8/16/2018,10_1,grazing,ambient,Dia_car,2,3,NA,,immature,,,flower,,,,
2018,8/16/2018,10_1,grazing,ambient,Dia_car,2,4,3,,green,,,,,,,
2018,8/16/2018,10_1,grazing,ambient,Dia_car,2,5,32,,open,,,,,,,
2018,8/16/2018,10_1,grazing,ambient,Dia_car,2,6,NA,,immature,,,,,,,
2018,5/2/2018,10_2,mowing,ambient,Dia_car,3,1,42,,,,,,,,,
2018,5/2/2018,10_2,mowing,ambient,Dia_car,2,1,54,,,,,,,,,
2018,8/16/2018,10_2,mowing,ambient,Dia_car,1,1,4,,open,,,empty,,,,
2018,8/16/2018,10_2,mowing,ambient,Dia_car,1,2,42,,open,,,,,,,
2018,8/16/2018,10_2,mowing,ambient,Dia_car,1,3,6,,green,,,,,,,
2018,8/16/2018,10_2,mowing,ambient,Dia_car,1,4,20,,green,,,,,,,
2018,8/16/2018,10_2,mowing,ambient,Dia_car,1,5,2,,green,,,empty,,,,
2018,8/16/2018,10_2,mowing,ambient,Dia_car,2,1,17,,green,,,,,,,
2018,8/16/2018,10_2,mowing,ambient,Dia_car,2,2,13,,open,,,,,,,
2018,8/16/2018,10_2,mowing,ambient,Dia_car,2,3,48,,green,,,pretty_small_if_possible_kick_out,,,,
2018,5/2/2018,2_2,grazing,future,Dia_car,1,1,53,,,,,,,,,
2018,8/16/2018,2_2,grazing,future,Dia_car,2,1,14,,open,,,,,,,
2018,8/16/2018,2_2,grazing,future,Dia_car,2,2,10,,green,,,,,,,
2018,8/16/2018,2_2,grazing,future,Dia_car,2,3,20,,green,,,,,,,
2018,8/16/2018,2_2,grazing,future,Dia_car,1,1,52,,green,,,,,,,
2018,8/16/2018,2_2,grazing,future,Dia_car,1,2,35,,green,,,,,,,
2018,5/2/2018,2_5,mowing,future,Dia_car,1,1,39,,,,,,,,,
2018,5/2/2018,2_5,mowing,future,Dia_car,2,1,70,,,,,,,,,
2018,8/16/2018,2_5,mowing,future,Dia_car,2,1,15,,green,,,,,,,
2018,8/16/2018,2_5,mowing,future,Dia_car,2,2,11,,green,,,pretty_small_if_possible_kick_out,,,,
2018,8/16/2018,2_5,mowing,future,Dia_car,2,3,11,,green,,,,,,,
2018,8/16/2018,3_4,mowing,ambient,Dia_car,2,1,NA,,immature,,,,,,,
2018,8/16/2018,3_4,mowing,ambient,Dia_car,2,2,53,,green,,,,,,,
2018,8/16/2018,3_4,mowing,ambient,Dia_car,1,1,25,,green,,,,,,,
2018,8/16/2018,3_4,mowing,ambient,Dia_car,1,2,35,,green,,,,,,,
2018,8/16/2018,3_4,mowing,ambient,Dia_car,1,3,NA,,immature,,,,,,,
2018,8/16/2018,3_5,grazing,ambient,Dia_car,2,1,31,,green,,,,9,,,
2018,8/16/2018,3_5,grazing,ambient,Dia_car,2,2,27,,green,,,,,,,
2018,8/16/2018,3_5,grazing,ambient,Dia_car,1,1,NA,,immature,,,,,,,
2018,8/16/2018,3_5,grazing,ambient,Dia_car,1,2,39,,green,,,,,,,
2018,8/16/2018,4_4,mowing,future,Dia_car,2,1,18,,green,,,,,,,
2018,8/16/2018,4_4,mowing,future,Dia_car,2,2,NA,,flower,,,,,,,
2018,8/16/2018,4_4,mowing,future,Dia_car,2,3,25,,green,,,,,,,
2018,8/16/2018,4_4,mowing,future,Dia_car,2,4,57,,green,,,,,,,
2018,8/16/2018,4_4,mowing,future,Dia_car,1,1,20,,green,,,,,,,
2018,8/16/2018,4_4,mowing,future,Dia_car,1,2,13,,green,,,,,,,
2018,8/16/2018,4_4,mowing,future,Dia_car,1,3,22,,green,,,,,,,
2018,8/16/2018,4_4,mowing,future,Dia_car,1,4,0,,open,,,empty,,,,
2018,5/2/2018,4_5,grazing,future,Dia_car,2,1,33,,,,,,,,,
2018,8/16/2018,4_5,grazing,future,Dia_car,2,1,NA,,immature,,,,,,,
2018,8/16/2018,4_5,grazing,future,Dia_car,2,2,NA,,immature,,,,,,,
2018,8/16/2018,4_5,grazing,future,Dia_car,2,3,3,,open,,,probably_empty,,,,
2018,8/16/2018,4_5,grazing,future,Dia_car,1,1,1,,open,,,probably_empty_got_45_in_back,,,,
2018,8/16/2018,4_5,grazing,future,Dia_car,1,2,21,,open,,,,,,,
2018,8/16/2018,5_4,grazing,ambient,Dia_car,1,1,NA,,flower,,,,,,,
2018,8/16/2018,5_4,grazing,ambient,Dia_car,1,2,25,,green,,,,,,,
2018,8/16/2018,5_4,grazing,ambient,Dia_car,2,3,NA,,flower,,,,,,,
2018,8/16/2018,5_4,grazing,ambient,Dia_car,2,1,NA,,flower,,,,,,,
2018,8/16/2018,5_4,grazing,ambient,Dia_car,2,2,7,,green,,,,,,,
2018,8/16/2018,5_5,mowing,ambient,Dia_car,1,4,NA,,flower,,,,,,,
2018,8/16/2018,5_5,mowing,ambient,Dia_car,1,3,24,,green,,,,,,,
2018,8/16/2018,5_5,mowing,ambient,Dia_car,1,2,0,,flower,,,,,,,
2018,8/16/2018,5_5,mowing,ambient,Dia_car,1,1,65,,green,,,,,,,
2018,8/16/2018,5_5,mowing,ambient,Dia_car,2,2,38,,green,,,,,,,
2018,8/16/2018,5_5,mowing,ambient,Dia_car,2,5,NA,,flower,,,,,,,
2018,8/16/2018,5_5,mowing,ambient,Dia_car,2,3,45,,green,,,,,,,
2018,8/16/2018,5_5,mowing,ambient,Dia_car,2,4,29,,green,,,,,,,
2018,8/16/2018,5_5,mowing,ambient,Dia_car,2,1,NA,,flower,,,,,,,
2018,5/2/2018,6_1,grazing,future,Dia_car,1,1,15,,,,,very_small,,,,
2018,8/16/2018,6_1,grazing,future,Dia_car,1,1,NA,,immature,,,,,,,
2018,8/16/2018,6_1,grazing,future,Dia_car,1,2,37,,green,,,,,,,
2018,8/16/2018,6_1,grazing,future,Dia_car,1,3,35,,open,,,,,,,
2018,8/16/2018,6_1,grazing,future,Dia_car,2,1,25,,green,,,,,,,
2018,8/16/2018,6_1,grazing,future,Dia_car,2,2,17,,green,,,,,,,
2018,8/16/2018,6_1,grazing,future,Dia_car,2,3,24,,green,,,somehow_crossedout,,,,
2018,5/2/2018,6_3,mowing,future,Dia_car,1,1,61,,,,,,,,,
2018,5/2/2018,6_3,mowing,future,Dia_car,2,1,21,,,,,,,,,
2018,8/16/2018,6_3,mowing,future,Dia_car,2,1,60,,open,,,,,,,
2018,8/16/2018,6_3,mowing,future,Dia_car,2,2,47,,green,,,,,,,
2018,8/16/2018,6_3,mowing,future,Dia_car,1,1,51,,green,,,had_two_flowers,,,,
2018,8/16/2018,6_3,mowing,future,Dia_car,1,2,34,,open,,,,,,,
2018,5/2/2018,7_2,mowing,future,Dia_car,3,1,56,,,,,,,,,
2018,8/16/2018,7_2,mowing,future,Dia_car,1,1,40,,green,,,,,,,
2018,8/16/2018,7_2,mowing,future,Dia_car,1,2,NA,,immature,,,,,,,
2018,8/16/2018,7_2,mowing,future,Dia_car,2,1,51,,green,,,,,,,
2018,8/16/2018,7_2,mowing,future,Dia_car,2,2,56,,open,,,,,,,
2018,8/16/2018,7_3,grazing,future,Dia_car,1,1,55,,open,,,,,,,
2018,8/16/2018,7_3,grazing,future,Dia_car,1,2,24,,green,,,,,,,
2018,8/16/2018,7_3,grazing,future,Dia_car,1,3,19,,open,,,,,,,
2018,8/16/2018,7_3,grazing,future,Dia_car,2,1,45,,open,,,,,,,
2018,8/16/2018,7_3,grazing,future,Dia_car,2,2,NA,,immature,,,,,,,
2018,8/16/2018,8_2,grazing,ambient,Dia_car,2,1,28,,open,,,26_are_brown_and_small,,,,
2018,8/16/2018,8_2,grazing,ambient,Dia_car,2,2,25,,green,,,,,,,
2018,8/16/2018,8_2,grazing,ambient,Dia_car,1,1,NA,,flower,,,,,,,
2018,8/16/2018,8_2,grazing,ambient,Dia_car,1,2,NA,,immature,,,,,,,
2018,8/16/2018,8_2,grazing,ambient,Dia_car,1,3,47,,green,,,,,,,
2018,8/16/2018,8_2,grazing,ambient,Dia_car,1,4,50,,green,,,,,,,
2018,8/16/2018,8_3,mowing,ambient,Dia_car,1,1,81,,green,,,,,,,
2018,8/16/2018,8_3,mowing,ambient,Dia_car,1,2,68,,green,,,pretty_small_if_possible_kick_out,,,,
2018,8/16/2018,8_3,mowing,ambient,Dia_car,2,1,67,,green,,,pretty_small_if_possible_kick_out,,,,
2018,8/16/2018,8_3,mowing,ambient,Dia_car,2,2,37,,green,,,pretty_small_if_possible_kick_out,,,,
2018,8/16/2018,8_3,mowing,ambient,Dia_car,2,3,71,,green,,,,,,,
2018,8/16/2018,9_1,mowing,future,Dia_car,1,1,36,,green,,,,,,,
2018,8/16/2018,9_1,mowing,future,Dia_car,1,2,31,,green,,,,,,,
2018,8/16/2018,9_1,mowing,future,Dia_car,1,3,36,,open,,,,,,,
2018,8/16/2018,9_1,mowing,future,Dia_car,2,1,46,,green,,,,,,,
2018,8/16/2018,9_1,mowing,future,Dia_car,2,2,38,,green,,,,,,,
2018,8/16/2018,9_1,mowing,future,Dia_car,2,3,3,,open,,,empty,,,,
2018,8/16/2018,9_4,grazing,future,Dia_car,1,1,3,,open,,,empty,,,,
2018,8/16/2018,9_4,grazing,future,Dia_car,1,2,NA,,immature,,,,,,,
2018,8/16/2018,9_4,grazing,future,Dia_car,1,3,8,,open,,,,,,,
2018,8/16/2018,9_4,grazing,future,Dia_car,1,4,NA,,flower,,,,,,,
2018,8/16/2018,9_4,grazing,future,Dia_car,2,1,NA,,flower,,,,,,,
2018,8/16/2018,9_4,grazing,future,Dia_car,2,2,9,,green,,,,,,,
2018,8/16/2018,9_4,grazing,future,Dia_car,2,3,NA,,immature,,,,,,,
2018,8/16/2018,9_4,grazing,future,Dia_car,2,4,31,,green,,,,,,,
2019,5/8/2019,1_3,grazing,ambient,Dia_car,2,,49,,,,,,11,,,
2019,5/8/2019,1_3,grazing,ambient,Dia_car,1,,40,,,,,,8,,,
2019,2/8/2019,10_1,grazing,ambient,Dia_car,1,,55,,,,,,5,,,
2019,2/8/2019,10_1,grazing,ambient,Dia_car,2,,33,,,,,,12,,,
2019,5/8/2019,2_2,grazing,future,Dia_car,2,,42,,,,,,3,,,
2019,5/8/2019,2_2,grazing,future,Dia_car,1,,4,,,,,,52,,,
2019,5/8/2019,3_5,grazing,ambient,Dia_car,1,,24,,,,,,27,,,
2019,5/8/2019,3_5,grazing,ambient,Dia_car,2,,22,,,,,,6,,,
2019,5/8/2019,4_4,mowing,future,Dia_car,1,,29,,,,,0,,,,
2019,2/8/2019,4_5,grazing,future,Dia_car,1,,35,,,,,"sehr unreif, schwer zu zählen",0,,,
2019,5/8/2019,4_5,grazing,future,Dia_car,2,,12,,,,,"sehr unreif, schwer zu zählen",,,,
2019,5/8/2019,5_4,grazing,ambient,Dia_car,2,,50,,,,,6,,,,
2019,5/8/2019,6_1,grazing,future,Dia_car,2,,73,,,,,9,,,,
2019,5/8/2019,6_1,grazing,future,Dia_car,1,,51,,,,,12,,,,
2019,2/8/2019,7_3,grazing,future,Dia_car,1,,62,,,,,9,,,,
2019,2/8/2019,7_3,grazing,future,Dia_car,2,,71,,,,,5,,,,
2019,2/8/2019,8_2,grazing,ambient,Dia_car,2,,44,,,,,0,,,,
2019,2/8/2019,8_2,grazing,ambient,Dia_car,1,,54,,,,,16,,,,
2019,2/8/2019,9_4,grazing,future,Dia_car,1,,61,,,,,10,,,,
2019,2/8/2019,9_4,grazing,future,Dia_car,2,,14,,,,,22,,,,
2020,8/10/2020,6_3,mowing,future,Dia_car,1,,20,,,,,,,,,
2020,8/10/2020,6_3,mowing,future,Dia_car,2,,25,,,,,,,,,
2020,8/11/2020,8_3,mowing,ambient,Dia_car,2,,70,,,,,,,,,
2020,8/11/2020,8_3,mowing,ambient,Dia_car,1,,42,,,,,,,,,
2020,8/11/2020,7_2,mowing,future,Dia_car,2,,3,,,,,,,,,
2020,8/11/2020,7_2,mowing,future,Dia_car,1,,35,,,,,,,,,
2020,8/11/2020,3_4,mowing,ambient,Dia_car,2,,46,,,,,,,,,
2020,8/11/2020,2_5,mowing,future,Dia_car,1,,49,,,,,,,,,
2020,8/11/2020,2_5,mowing,future,Dia_car,2,,51,,,,,,,,,
2020,8/11/2020,1_1,mowing,ambient,Dia_car,1,,21,,,,,,,,,
2020,8/11/2020,1_1,mowing,ambient,Dia_car,2,,58,,,,,,,,,
2020,8/11/2020,3_4,mowing,ambient,Dia_car,1,,23,,,,,,,,,
2020,8/11/2020,4_4,mowing,future,Dia_car,1,,0,,,,,,,,,
2020,8/11/2020,4_4,mowing,future,Dia_car,2,,49,,,,,,,,,
2020,8/11/2020,5_4,grazing,ambient,Dia_car,1,,20,,,,,,,,,
2020,8/11/2020,5_4,grazing,ambient,Dia_car,2,,26,,,,,,,,,
2020,8/10/2020,6_1,grazing,future,Dia_car,1,,27,,,,,,,,,
2020,8/10/2020,6_1,grazing,future,Dia_car,2,,54,,,,,,,,,
2020,8/10/2020,7_3,grazing,future,Dia_car,1,,30,,,,,,,,,
2020,8/10/2020,7_3,grazing,future,Dia_car,2,,26,,,,,,,,,
2020,8/11/2020,8_2,grazing,ambient,Dia_car,1,,9,,,,,,,,,
2020,8/11/2020,8_2,grazing,ambient,Dia_car,2,,37,,,,,,,,,
2020,8/11/2020,9_4,grazing,future,Dia_car,1,,60,,,,,,,,,
2020,8/11/2020,9_4,grazing,future,Dia_car,2,,15,,,,,,,,,
2020,8/11/2020,10_1,grazing,ambient,Dia_car,1,,27,,,,,,,,,
2020,8/11/2020,10_1,grazing,ambient,Dia_car,2,,25,,,,,,,,,
2020,8/11/2020,4_5,grazing,future,Dia_car,1,,63,,,,,,,,,
2020,8/11/2020,4_5,grazing,future,Dia_car,2,,27,,,,,,,,,
2020,8/11/2020,3_5,grazing,ambient,Dia_car,1,,29,,,,,,,,,
2020,8/11/2020,3_5,grazing,ambient,Dia_car,2,,30,,,,,,,,,
2020,8/11/2020,2_2,grazing,future,Dia_car,1,,2,,,,,,,,,
2020,8/11/2020,2_2,grazing,future,Dia_car,2,,7,,,,,,,,,
2020,8/11/2020,1_3,grazing,ambient,Dia_car,1,,33,,,,,,,,,
2020,8/11/2020,1_3,grazing,ambient,Dia_car,2,,41,,,,,,,,,
2020,8/11/2020,9_1,mowing,future,Dia_car,2,,50,,,,,,,,,
2020,8/11/2020,9_1,mowing,future,Dia_car,1,,25,,,,,,,,,
2020,8/11/2020,10_2,mowing,ambient,Dia_car,1,,41,,,,,,,,,
2020,8/11/2020,10_2,mowing,ambient,Dia_car,2,,59,,,,,,,,,
2020,8/10/2020,5_5,mowing,ambient,Dia_car,1,,34,,,,,,,,,
2020,8/10/2020,5_5,mowing,ambient,Dia_car,2,,20,,,,,,,,,
2021,8/18/2021,1_1,mowing,ambient,Dia_car,1,,21,44,,0,1,,,,,
2021,8/18/2021,1_1,mowing,ambient,Dia_car,2,,12,6,,0,1,,,,,
2021,8/18/2021,1_3,grazing,ambient,Dia_car,1,,4,6,,0,0,,,,,
2021,8/18/2021,1_3,grazing,ambient,Dia_car,2,,9,18,,0,1,,,,,
2021,8/18/2021,10_1,grazing,ambient,Dia_car,1,,49,25,,0,1,black,,,,
2021,8/18/2021,10_1,grazing,ambient,Dia_car,2,,4,42,,0,1,unviable= small brown spots,,,,
2021,8/18/2021,10_2,mowing,ambient,Dia_car,1,,0,81,,0,0,,,,,
2021,8/18/2021,10_2,mowing,ambient,Dia_car,2,,0,49,,0,0,not ripe,,,,
2021,8/18/2021,2_2,grazing,future,Dia_car,1,,0,0,,0,1,ripe but no seeds?,,,,
2021,8/18/2021,2_2,grazing,future,Dia_car,2,,22,5,,0,1,,,,,
2021,8/18/2021,2_5,mowing,future,Dia_car,1,,30,18,,0,1,,,,,
2021,8/18/2021,2_5,mowing,future,Dia_car,2,,20,35,,0,1,lost seeds,,,,
2021,8/18/2021,3_4,mowing,ambient,Dia_car,1,,35,30,,0,1,,,,,
2021,8/18/2021,3_4,mowing,ambient,Dia_car,1,,22,21,,0,1,,,,,
2021,8/18/2021,3_5,grazing,ambient,Dia_car,1,,0,0,,0,0,no seeds,,,,
2021,8/18/2021,3_5,grazing,ambient,Dia_car,2,,0,6,,0,0,still some part of the flower,,,,
2021,8/18/2021,4_4,mowing,future,Dia_car,1,,23,7,,0,0,"brown, small",,,,
2021,8/18/2021,4_4,mowing,future,Dia_car,2,,17,13,,0,1,,,,,
2021,8/18/2021,4_5,grazing,future,Dia_car,1,,20,12,,0,1,brown stuff ,,,,
2021,8/18/2021,4_5,grazing,future,Dia_car,2,,22,71,,0,1,black spots,,,,
2021,8/18/2021,5_4,grazing,ambient,Dia_car,1,,20,0,,0,1,brown stuff ,,,,
2021,8/18/2021,5_4,grazing,ambient,Dia_car,2,,12,6,,0,0,"unripe, hard to count bc. They sticked together",,,,
2021,8/18/2021,5_5,mowing,ambient,Dia_car,1,,27,0,,0,1,brown stuff ,,,,
2021,8/18/2021,5_5,mowing,ambient,Dia_car,2,,18,16,,0,1,brown stuff ,,,,
2021,8/18/2021,6_1,grazing,future,Dia_car,1,,31,0,,0,1,countet the brown stuff,,,,
2021,8/18/2021,6_1,grazing,future,Dia_car,2,,14,0,,0,1, countet the brown stuff,,,,
2021,8/18/2021,6_3,mowing,future,Dia_car,1,,0,0,,0,0,no seeds,,,,
