year,collecting_dat_m/dd/yyyy,plot,management,climate,species,individual,capsel,Seed_count,unviable,status,herbivory,ripe,comments,unviable_seeds,edge_of_plot,sepcific_comment,
2021,8/18/2021,6_3,mowing,future,Dia_car,2,,4,23,,0,1,,,,,
2021,8/18/2021,7_2,mowing,future,Dia_car,1,,52,0,,0,1,small brown spots ,,,,
2021,8/18/2021,7_2,mowing,future,Dia_car,2,,53,0,,0,1, brown stuff,,,,
2021,8/18/2021,7_2,mowing,future,Dia_car,1,,21,44,,0,1,,,,,
2021,8/18/2021,7_3,grazing,future,Dia_car,1,,28,0,,0,1,black bigger ,,,,
2021,8/18/2021,7_3,grazing,future,Dia_car,1,,8,25,,0,0,still kind of green,,,,
2021,8/18/2021,8_2,grazing,ambient,Dia_car,1,,30,45,,0,1,,,,,
2021,8/18/2021,8_2,grazing,ambient,Dia_car,1,,16,32,,0,1,,,,,
2021,8/18/2021,8_3,mowing,ambient,Dia_car,1,,0,11,,1,1,,,,,
2021,8/18/2021,8_3,mowing,ambient,Dia_car,2,,48,0,,0,1,,,,,
2021,8/18/2021,9_1,mowing,future,Dia_car,1,,18,22,,0,1,,,,,
2021,8/18/2021,9_1,mowing,future,Dia_car,2,,0,45,,0,1,,,,,
2021,8/18/2021,9_4,grazing,future,Dia_car,1,,13,0,,0,1,lost one seed,,,,
2021,8/18/2021,9_4,grazing,future,Dia_car,2,,20,21,,0,1,,,,,
2018,8/16/2018,1_1,mowing,ambient,Lot_cor,2,1,6,,,,,,,,,
2018,8/16/2018,1_1,mowing,ambient,Lot_cor,2,2,10,,,,,,,,,
2018,8/16/2018,1_1,mowing,ambient,Lot_cor,1,1,7,,,,,collected_later,,,,
2018,8/16/2018,1_1,mowing,ambient,Lot_cor,1,2,10,,,,,collected_later,,,,
2018,8/16/2018,1_3,grazing,ambient,Lot_cor,2,1,12,,,,,,,,,
2018,8/16/2018,1_3,grazing,ambient,Lot_cor,2,2,21,,,,,,,,,
2018,8/16/2018,1_3,grazing,ambient,Lot_cor,1,1,17,,,,,,,,,
2018,8/16/2018,1_3,grazing,ambient,Lot_cor,1,2,14,,,,,,,,,
2018,8/16/2018,10_1,grazing,ambient,Lot_cor,2,1,22,,,,,,,,,
2018,8/16/2018,10_1,grazing,ambient,Lot_cor,2,2,12,,,,,,,,,
2018,8/16/2018,10_1,grazing,ambient,Lot_cor,1,1,4,,,,,,,,,
2018,8/16/2018,10_1,grazing,ambient,Lot_cor,1,2,4,,,,,,,,,
2018,8/16/2018,10_2,mowing,ambient,Lot_cor,2,1,8,,,,,,,,,
2018,8/16/2018,10_2,mowing,ambient,Lot_cor,2,2,5,,,,,,,,,
2018,8/16/2018,10_2,mowing,ambient,Lot_cor,2,3,9,,,,,,,,,
2018,8/16/2018,10_2,mowing,ambient,Lot_cor,2,4,10,,,,,,,,,
2018,8/16/2018,10_2,mowing,ambient,Lot_cor,1,1,3,,,,,,,,,
2018,8/16/2018,10_2,mowing,ambient,Lot_cor,1,2,3,,,,,,,,,
2018,8/16/2018,2_2,grazing,future,Lot_cor,1,1,10,,,,,,,,,
2018,8/16/2018,2_2,grazing,future,Lot_cor,1,2,2,,,,,,,,,
2018,8/16/2018,2_2,grazing,future,Lot_cor,2,1,8,,,,,,,,,
2018,8/16/2018,2_5,mowing,future,Lot_cor,1,1,1,,,,,,,,,
2018,8/16/2018,2_5,mowing,future,Lot_cor,2,1,3,,,,,,,,,
2018,8/16/2018,2_5,mowing,future,Lot_cor,2,2,6,,,,,,,,,
2018,8/16/2018,2_5,mowing,future,Lot_cor,2,3,12,,,,,,,,,
2018,8/16/2018,3_4,mowing,ambient,Lot_cor,1,1,8,,,,,,,,,
2018,8/16/2018,3_4,mowing,ambient,Lot_cor,1,2,7,,,,,,,,,
2018,8/16/2018,3_4,mowing,ambient,Lot_cor,2,1,8,,,,,,,,,
2018,8/16/2018,3_4,mowing,ambient,Lot_cor,2,2,9,,,,,,,,,
2018,8/16/2018,3_4,mowing,ambient,Lot_cor,2,3,15,,,,,,,,,
2018,8/16/2018,3_4,mowing,ambient,Lot_cor,2,4,10,,,,,,,,,
2018,8/16/2018,3_5,grazing,ambient,Lot_cor,1,1,10,,,,,,,,,
2018,8/16/2018,3_5,grazing,ambient,Lot_cor,1,2,5,,,,,,,,,
2018,8/16/2018,3_5,grazing,ambient,Lot_cor,2,1,26,,,,,,,,,
2018,8/16/2018,4_4,mowing,future,Lot_cor,1,1,12,,,,,,,,,
2018,8/16/2018,4_4,mowing,future,Lot_cor,1,2,10,,,,,,,,,
2018,8/16/2018,4_4,mowing,future,Lot_cor,2,1,10,,,,,,,,,
2018,8/16/2018,4_4,mowing,future,Lot_cor,2,2,2,,,,,,,,,
2018,8/16/2018,4_5,grazing,future,Lot_cor,1,1,23,,,,,,,,,
2018,8/16/2018,4_5,grazing,future,Lot_cor,1,2,10,,,,,,,,,
2018,8/16/2018,4_5,grazing,future,Lot_cor,2,1,7,,,,,,,,,
2018,8/16/2018,4_5,grazing,future,Lot_cor,2,2,6,,,,,,,,,
2018,8/16/2018,4_5,grazing,future,Lot_cor,2,3,7,,,,,,,,,
2018,8/16/2018,5_4,grazing,ambient,Lot_cor,1,1,17,,,,,,,,,
2018,8/16/2018,5_4,grazing,ambient,Lot_cor,1,2,14,,,,,,,,,
2018,8/16/2018,5_4,grazing,ambient,Lot_cor,2,1,12,,,,,collected_later,,,,
2018,8/16/2018,5_5,mowing,ambient,Lot_cor,1,1,21,,,,,,,,,
2018,8/16/2018,5_5,mowing,ambient,Lot_cor,1,2,15,,,,,,,,,
2018,8/16/2018,5_5,mowing,ambient,Lot_cor,1,3,16,,,,,,,,,
2018,8/16/2018,5_5,mowing,ambient,Lot_cor,2,1,8,,,,,,,,,
2018,8/16/2018,5_5,mowing,ambient,Lot_cor,2,2,19,,,,,,,,,
2018,8/16/2018,6_1,grazing,future,Lot_cor,1,1,10,,,,,,,,,
2018,8/16/2018,6_1,grazing,future,Lot_cor,1,2,8,,,,,,,,,
2018,8/16/2018,6_1,grazing,future,Lot_cor,1,3,10,,,,,,,,,
2018,8/16/2018,6_1,grazing,future,Lot_cor,2,1,4,,,,,,,,,
2018,8/16/2018,6_1,grazing,future,Lot_cor,2,2,8,,,,,,,,,
2018,8/16/2018,6_1,grazing,future,Lot_cor,2,3,13,,,,,,,,,
2018,8/16/2018,6_3,mowing,future,Lot_cor,1,1,6,,,,,,,,,
2018,8/16/2018,6_3,mowing,future,Lot_cor,2,1,3,,,,,,,,,
2018,8/16/2018,6_3,mowing,future,Lot_cor,2,2,2,,,,,,,,,
2018,8/16/2018,7_2,mowing,future,Lot_cor,2,1,11,,,,,,,,,
2018,8/16/2018,7_2,mowing,future,Lot_cor,1,1,10,,,,,,,,,
2018,8/16/2018,7_2,mowing,future,Lot_cor,1,2,2,,,,,,,,,
2018,8/16/2018,7_2,mowing,future,Lot_cor,1,3,7,,,,,,,,,
2018,8/16/2018,7_3,grazing,future,Lot_cor,1,1,19,,,,,,,,,
2018,8/16/2018,7_3,grazing,future,Lot_cor,1,2,5,,,,,,,,,
2018,8/16/2018,7_3,grazing,future,Lot_cor,1,3,23,,,,,,,,,
2018,8/16/2018,7_3,grazing,future,Lot_cor,2,1,8,,,,,,,,,
2018,8/16/2018,7_3,grazing,future,Lot_cor,2,2,13,,,,,,,,,
2018,8/16/2018,8_2,grazing,ambient,Lot_cor,1,1,8,,,,,,,,,
2018,8/16/2018,8_2,grazing,ambient,Lot_cor,1,2,8,,,,,,,,,
2018,8/16/2018,8_2,grazing,ambient,Lot_cor,2,1,1,,,,,,,,,
2018,8/16/2018,8_2,grazing,ambient,Lot_cor,2,2,2,,,,,,,,,
2018,8/16/2018,8_3,mowing,ambient,Lot_cor,1,1,7,,,,,,,,,
2018,8/16/2018,8_3,mowing,ambient,Lot_cor,2,1,13,,,,,,,,,
2018,8/16/2018,8_3,mowing,ambient,Lot_cor,2,2,17,,,,,,,,,
2018,8/16/2018,9_1,mowing,future,Lot_cor,1,1,9,,,,,,,,,
2018,8/16/2018,9_1,mowing,future,Lot_cor,1,2,7,,,,,,,,,
2018,8/16/2018,9_1,mowing,future,Lot_cor,2,1,18,,,,,,,,,
2018,8/16/2018,9_1,mowing,future,Lot_cor,2,2,11,,,,,,,,,
2018,8/16/2018,9_4,grazing,future,Lot_cor,2,1,12,,,,,,,,,
2018,8/16/2018,9_4,grazing,future,Lot_cor,2,2,6,,,,,,,,,
2018,8/16/2018,9_4,grazing,future,Lot_cor,1,1,8,,,,,,,,,
2019,5/8/2019,1_1,mowing,ambient,Lot_cor,1,1,15,,,,,,,,,
2019,5/8/2019,1_1,mowing,ambient,Lot_cor,1,2,16,,,,,,,,,
2019,5/8/2019,1_1,mowing,ambient,Lot_cor,1,3,8,,,,,,,,,
2019,5/8/2019,1_1,mowing,ambient,Lot_cor,2,1,15,,,,,,,,,
2019,5/8/2019,1_3,grazing,ambient,Lot_cor,2,1,18,,,,,,,,,
2019,5/8/2019,1_3,grazing,ambient,Lot_cor,2,2,10,,,,,,,,,
2019,5/8/2019,1_3,grazing,ambient,Lot_cor,1,1,8,,,,,,,,,
2019,2/8/2019,10_1,grazing,ambient,Lot_cor,2,1,5,,,,,,,,,
2019,2/8/2019,10_1,grazing,ambient,Lot_cor,2,2,5,,,,,,,,,
2019,2/8/2019,10_1,grazing,ambient,Lot_cor,2,3,8,,,,,,,,,
2019,2/8/2019,10_2,mowing,ambient,Lot_cor,2,1,9,,,,,,,,,
2019,2/8/2019,10_2,mowing,ambient,Lot_cor,1,1,5,,,,,1 Käfer,,,,
2019,2/8/2019,10_2,mowing,ambient,Lot_cor,1,2,7,,,,,,,,,
2019,5/8/2019,2_2,grazing,future,Lot_cor,1,1,1,,,,,,,,,
2019,5/8/2019,2_2,grazing,future,Lot_cor,1,2,3,,,,,,,,,
2019,5/8/2019,2_2,grazing,future,Lot_cor,1,3,3,,,,,,,,,
2019,5/8/2019,2_2,grazing,future,Lot_cor,2,1,12,,,,,,,,,
2019,5/8/2019,2_5,mowing,future,Lot_cor,2,1,0,,,,,,,1,,
2019,5/8/2019,3_5,grazing,ambient,Lot_cor,1,1,7,,,,,Käfer in Kapsel,,,,
2019,5/8/2019,3_5,grazing,ambient,Lot_cor,1,2,4,,,,,,,,,
2019,5/8/2019,3_5,grazing,ambient,Lot_cor,1,3,15,,,,,mehrere Maden,,,,
2019,5/8/2019,3_5,grazing,ambient,Lot_cor,1,4,9,,,,,1 Made,,,,
2019,5/8/2019,4_4,mowing,future,Lot_cor,1,1,9,,,,,,,,,
2019,5/8/2019,4_4,mowing,future,Lot_cor,1,2,12,,,,,,,,,
2019,5/8/2019,4_4,mowing,future,Lot_cor,2,1,1,,,,,1_Made,,,,
2019,5/8/2019,4_5,grazing,future,Lot_cor,2,1,12,,,,,,,,,
2019,5/8/2019,4_5,grazing,future,Lot_cor,2,1,5,,,,,,,,,
2019,5/8/2019,4_5,grazing,future,Lot_cor,2,2,1,,,,,,,,,
2019,5/8/2019,4_5,grazing,future,Lot_cor,2,3,3,,,,,,,,,
2019,5/8/2019,6_3,mowing,future,Lot_cor,3,,15,,,,,,,,,
2019,5/8/2019,6_3,mowing,future,Lot_cor,2,1,13,,,,,,,,,
2019,5/8/2019,6_3,mowing,future,Lot_cor,2,2,19,,,,,,,,,
2019,5/8/2019,6_3,mowing,future,Lot_cor,2,3,12,,,,,,,,,
2019,5/8/2019,6_3,mowing,future,Lot_cor,1,1,0,,,,,,sehr kleine Frucht,1,,
2019,5/8/2019,6_3,mowing,future,Lot_cor,1,2,1,,,,,,,1,,
2019,2/8/2019,7_3,grazing,future,Lot_cor,2,1,2,,,,,,2_ Kapsel verloren (ähnlich groß),1,,
2019,2/8/2019,7_3,grazing,future,Lot_cor,1,1,11,,,,,,,,,
2019,2/8/2019,8_2,grazing,ambient,Lot_cor,1,1,5,,,,,,1 Käfer,,,
2019,2/8/2019,8_2,grazing,ambient,Lot_cor,1,2,4,,,,,,1 Käfer,,,
2019,2/8/2019,8_2,grazing,ambient,Lot_cor,1,3,4,,,,,,,,,
2019,2/8/2019,8_2,grazing,ambient,Lot_cor,2,1,8,,,,,,1 Fliege,,,
2019,2/8/2019,8_2,grazing,ambient,Lot_cor,2,2,16,,,,,,1 Käfer,,,
2019,2/8/2019,8_3,mowing,ambient,Lot_cor,2,1,7,,,,,,,,,
2019,2/8/2019,9_1,mowing,future,Lot_cor,1,1,8,,,,,,,1,,
2019,2/8/2019,9_1,mowing,future,Lot_cor,1,2,13,,,,,,,1,,
2019,2/8/2019,9_4,grazing,future,Lot_cor,1,1,0,,,,,,with small maggot & small seeds,,,
2019,2/8/2019,9_4,grazing,future,Lot_cor,1,2,10,,,,,,,,,
2019,2/8/2019,9_4,grazing,future,Lot_cor,2,1,18,,,,,,Fliege in Kapsel,1,,
2020,9/3/2020,7_3,grazing,future,Lot_cor,1,,6,,,,,,,,,
2020,9/3/2020,5_5,mowing,ambient,Lot_cor,1,,3,,,,,1.3,,,,
2020,9/3/2020,5_5,mowing,ambient,Lot_cor,2,,5,,,,,2.1 unreif,,,,
2020,9/3/2020,4_4,mowing,future,Lot_cor,2,,2,,,,,2.1,,,,
2020,9/3/2020,4_4,mowing,future,Lot_cor,1,,3,,,,,1.1,,,,
2020,9/3/2020,4_4,mowing,future,Lot_cor,1,,7,,,,,1.2,,,,
2020,9/3/2020,7_2,mowing,future,Lot_cor,2,,9,,,,,,,,,
2020,9/3/2020,7_2,mowing,future,Lot_cor,1,,8,,,,,,,,,
2020,9/3/2020,5_5,mowing,ambient,Lot_cor,1,,2,,,,,1.1,,,,
2020,9/3/2020,5_5,mowing,ambient,Lot_cor,1,,0,,,,,1.2,,,,
2020,9/3/2020,1_1,mowing,ambient,Lot_cor,2,,3,,,,,,,,,
2020,9/3/2020,10_2,mowing,ambient,Lot_cor,1,,6,,,,,,,,,
2020,9/3/2020,10_2,mowing,ambient,Lot_cor,2,,2,,,,,,,,,
2020,9/3/2020,8_3,mowing,ambient,Lot_cor,1,,0,,,,,1.1 unreif,,,,
2020,9/3/2020,8_3,mowing,ambient,Lot_cor,2,,0,,,,,1.2 unreif,,,,
2020,9/3/2020,8_3,mowing,ambient,Lot_cor,3,,0,,,,,1.3 unreif,,,,
2021,8/18/2021,2_2,grazing,future,Lot_cor,1,,9,0,,0,0,,,,,
2021,8/18/2021,4_5,grazing,future,Lot_cor,1,,23,0,,0,1,,,,,
2021,8/18/2021,6_2,grazing,future,Lot_cor,1,,6,8,,0,0,,,,,
2021,8/18/2021,7_3,grazing,future,Lot_cor,1,,21,7,,0,1,,,,,
2021,8/18/2021,8_2,grazing,ambient,Lot_cor,2,,21,10,,0,1,,,,,
2021,8/18/2021,10_1,grazing,ambient,Lot_cor,2,,21,0,,0,1,,,,,
2021,8/18/2021,10_1,grazing,ambient,Lot_cor,1,,21,0,,0,1,,,,,
2021,8/18/2021,9_4,grazing,future,Lot_cor,1,,30,0,,0,1,from the edge,,,,
2021,8/18/2021,2_2,grazing,future,Lot_cor,2,,18,1,,0,1,,,,,
2021,8/18/2021,8_2,grazing,ambient,Lot_cor,1,,17,0,,0,1,,,,,
2018,9/3/2018,1_1,mowing,ambient,Med_fal,1,1,2,,,,,,,,,
2018,9/3/2018,1_1,mowing,ambient,Med_fal,1,2,1,,,,,,,,,
2018,9/3/2018,1_1,mowing,ambient,Med_fal,1,3,3,,,,,,,,,
2018,9/3/2018,1_1,mowing,ambient,Med_fal,2,1,3,,,,,,,,,
2018,9/3/2018,1_3,grazing,ambient,Med_fal,1,1,2,,,,,,,,,
2018,9/3/2018,1_3,grazing,ambient,Med_fal,1,2,3,,,,,,,,,
2018,9/3/2018,10_1,grazing,ambient,Med_fal,1,1,4,,,,,,,,,
2018,9/3/2018,10_1,grazing,ambient,Med_fal,2,1,3,,,,,,,,,
2018,9/3/2018,10_1,grazing,ambient,Med_fal,2,2,2,,,,,,,,,
2018,9/3/2018,10_1,grazing,ambient,Med_fal,2,3,1,,,,,,,,,
2018,9/3/2018,10_1,grazing,ambient,Med_fal,2,4,2,,,,,,,,,
2018,9/3/2018,10_2,mowing,ambient,Med_fal,2,1,3,,,,,,,,,
2018,9/3/2018,10_2,mowing,ambient,Med_fal,1,1,1,,,,,,,,,
2018,9/3/2018,10_2,mowing,ambient,Med_fal,1,2,1,,,,,,,,,
2018,9/3/2018,2_2,grazing,future,Med_fal,2,1,5,,,,,Plot_2_3?,,,,
2018,9/3/2018,2_2,grazing,future,Med_fal,2,2,2,,,,,Plot_2_3?,,,,
2018,9/3/2018,2_2,grazing,future,Med_fal,2,1,4,,,,,,,,,
2018,9/3/2018,2_2,grazing,future,Med_fal,2,2,1,,,,,,,,,
2018,9/3/2018,2_2,grazing,future,Med_fal,2,3,2,,,,,,,,,
2018,9/3/2018,2_2,grazing,future,Med_fal,2,4,3,,,,,,,,,
2018,9/3/2018,2_2,grazing,future,Med_fal,2,5,4,,,,,,,,,
2018,9/3/2018,2_2,grazing,future,Med_fal,1,1,3,,,,,,,,,
2018,9/3/2018,2_5,mowing,future,Med_fal,2,1,2,,,,,,,,,
2018,9/3/2018,2_5,mowing,future,Med_fal,2,2,3,,,,,,,,,
2018,9/3/2018,2_5,mowing,future,Med_fal,2,3,2,,,,,,,,,
2018,9/3/2018,2_5,mowing,future,Med_fal,1,1,2,,,,,,,,,
2018,9/3/2018,2_5,mowing,future,Med_fal,1,2,5,,,,,,,,,
2018,9/3/2018,3_4,mowing,ambient,Med_fal,1,1,3,,,,,,,,,
2018,9/3/2018,3_4,mowing,ambient,Med_fal,2,1,1,,,,,,,,,
2018,9/3/2018,3_4,mowing,ambient,Med_fal,2,2,0,,green,,,very_small,,,,
2018,9/3/2018,3_4,mowing,ambient,Med_fal,2,3,0,,green,,,very_small,,,,
2018,9/3/2018,3_4,mowing,ambient,Med_fal,2,4,3,,green,,,,,,,
2018,9/3/2018,3_5,grazing,ambient,Med_fal,2,1,2,,,,,,,,,
2018,9/3/2018,3_5,grazing,ambient,Med_fal,2,2,2,,,,,,,,,
2018,9/3/2018,3_5,grazing,ambient,Med_fal,1,1,2,,,,,,,,,
2018,9/3/2018,3_5,grazing,ambient,Med_fal,1,2,1,,,,,,,,,
2018,9/3/2018,3_5,grazing,ambient,Med_fal,1,3,1,,,,,,,,,
2018,9/3/2018,4_4,mowing,future,Med_fal,2,1,1,,green,,,very_small,,,,
2018,9/3/2018,4_4,mowing,future,Med_fal,2,2,0,,flower,,,,,,,
2018,9/3/2018,4_4,mowing,future,Med_fal,1,1,6,,,,,,,,,
2018,9/3/2018,4_5,grazing,future,Med_fal,1,1,3,,,,,,,,,
2018,9/3/2018,4_5,grazing,future,Med_fal,1,1,1,,,,,,,,,
2018,9/3/2018,4_5,grazing,future,Med_fal,1,2,1,,,,,,,,,
2018,9/3/2018,4_5,grazing,future,Med_fal,1,3,2,,,,,,,,,
2018,9/3/2018,4_5,grazing,future,Med_fal,1,4,1,,,,,,,,,
2018,9/3/2018,4_5,grazing,future,Med_fal,1,5,3,,,,,,,,,
2018,9/3/2018,4_5,grazing,future,Med_fal,1,6,3,,,,,,,,,
2018,9/3/2018,5_4,grazing,ambient,Med_fal,1,1,3,,,,,,,,,
2018,9/3/2018,5_4,grazing,ambient,Med_fal,2,1,5,,,,,,,,,
2018,9/3/2018,5_4,grazing,ambient,Med_fal,2,2,1,,,,,,,,,
2018,9/3/2018,5_4,grazing,ambient,Med_fal,2,3,7,,,,,,,,,
2018,9/3/2018,5_4,grazing,ambient,Med_fal,2,4,2,,,,,,,,,
2018,9/3/2018,5_5,mowing,ambient,Med_fal,1,1,0,,,,,,,,,
2018,9/3/2018,5_5,mowing,ambient,Med_fal,1,2,2,,green,,,very_small,,,,
2018,9/3/2018,5_5,mowing,ambient,Med_fal,1,3,1,,,,,,,,,
2018,9/3/2018,5_5,mowing,ambient,Med_fal,1,4,2,,,,,,,,,
2018,9/3/2018,5_5,mowing,ambient,Med_fal,1,5,0,,,,,,,,,
2018,9/3/2018,5_5,mowing,ambient,Med_fal,1,6,2,,,,,,,,,
2018,9/3/2018,5_5,mowing,ambient,Med_fal,1,7,0,,,,,,,,,
2018,9/3/2018,5_5,mowing,ambient,Med_fal,2,1,1,,,,,,,,,
2018,9/3/2018,5_5,mowing,ambient,Med_fal,2,2,0,,,,,,,,,
2018,9/3/2018,5_5,mowing,ambient,Med_fal,2,3,9,,,,,,,,,
2018,9/3/2018,5_5,mowing,ambient,Med_fal,2,4,1,,,,,,,,,
2018,9/3/2018,5_5,mowing,ambient,Med_fal,2,5,4,,,,,,,,,
2018,9/3/2018,5_5,mowing,ambient,Med_fal,2,6,1,,,,,,,,,
2018,9/3/2018,6_1,grazing,future,Med_fal,1,1,1,,,,,,,,,
2018,9/3/2018,6_1,grazing,future,Med_fal,1,2,1,,,,,,,,,
2018,9/3/2018,6_1,grazing,future,Med_fal,1,3,1,,,,,,,,,
2018,9/3/2018,6_1,grazing,future,Med_fal,1,4,5,,,,,,,,,
2018,9/3/2018,6_1,grazing,future,Med_fal,2,1,3,,,,,,,,,
2018,9/3/2018,6_1,grazing,future,Med_fal,2,2,2,,,,,,,,,
2018,9/3/2018,6_1,grazing,future,Med_fal,2,3,2,,,,,,,,,
2018,9/3/2018,6_3,mowing,future,Med_fal,2,1,2,,,,,,,,,
2018,9/3/2018,6_3,mowing,future,Med_fal,2,2,2,,,,,,,,,
2018,9/3/2018,6_3,mowing,future,Med_fal,1,1,2,,green,,,very_small,,,,
2018,9/3/2018,6_3,mowing,future,Med_fal,1,2,3,,green,,,very_small,,,,
2018,9/3/2018,7_2,mowing,future,Med_fal,1,1,3,,,,,,,,,
2018,9/3/2018,7_2,mowing,future,Med_fal,1,2,1,,,,,,,,,
2018,9/3/2018,7_2,mowing,future,Med_fal,1,3,0,,flower,,,,,,,
2018,9/3/2018,7_2,mowing,future,Med_fal,2,1,1,,,,,,,,,
2018,9/3/2018,7_2,mowing,future,Med_fal,2,2,3,,,,,,,,,
2018,9/3/2018,7_2,mowing,future,Med_fal,2,3,3,,,,,,,,,
2018,9/3/2018,7_3,grazing,future,Med_fal,2,1,6,,,,,,,,,
2018,9/3/2018,7_3,grazing,future,Med_fal,2,2,0,,flower,,,,,,,
2018,9/3/2018,7_3,grazing,future,Med_fal,2,3,0,,flower,,,,,,,
2018,9/3/2018,7_3,grazing,future,Med_fal,2,4,0,,flower,,,,,,,
2018,9/3/2018,7_3,grazing,future,Med_fal,1,1,4,,,,,,,,,
2018,9/3/2018,7_3,grazing,future,Med_fal,1,2,3,,,,,,,,,
2018,9/3/2018,7_3,grazing,future,Med_fal,1,3,1,,,,,,,,,
2018,9/3/2018,8_2,grazing,ambient,Med_fal,2,1,4,,,,,,,,,
2018,9/3/2018,8_2,grazing,ambient,Med_fal,2,2,1,,,,,,,,,
2018,9/3/2018,8_2,grazing,ambient,Med_fal,2,1,5,,,,,,,,,
2018,9/3/2018,8_2,grazing,ambient,Med_fal,2,2,2,,,,,,,,,
2018,9/3/2018,8_2,grazing,ambient,Med_fal,2,3,5,,,,,,,,,
2018,9/3/2018,8_3,mowing,ambient,Med_fal,1,1,3,,,,,,,,,
2018,9/3/2018,8_3,mowing,ambient,Med_fal,1,2,2,,,,,,,,,
2018,9/3/2018,8_3,mowing,ambient,Med_fal,1,3,2,,,,,,,,,
2018,9/3/2018,8_3,mowing,ambient,Med_fal,1,4,5,,,,,,,,,
2018,9/3/2018,8_3,mowing,ambient,Med_fal,2,1,2,,,,,,,,,
2018,9/3/2018,8_3,mowing,ambient,Med_fal,2,2,4,,,,,,,,,
2018,9/3/2018,8_3,mowing,ambient,Med_fal,2,3,3,,,,,,,,,
2018,9/3/2018,8_3,mowing,ambient,Med_fal,2,4,3,,,,,,,,,
2018,9/3/2018,8_3,mowing,ambient,Med_fal,2,5,3,,,,,,,,,
2018,9/3/2018,8_3,mowing,ambient,Med_fal,2,6,2,,,,,,,,,
2018,9/3/2018,8_3,mowing,ambient,Med_fal,2,7,5,,,,,,,,,
2018,9/3/2018,9_1,mowing,future,Med_fal,1,1,1,,,,,,,,,
2018,9/3/2018,9_1,mowing,future,Med_fal,1,2,1,,,,,,,,,
2018,9/3/2018,9_1,mowing,future,Med_fal,1,3,1,,,,,,,,,
2018,9/3/2018,9_1,mowing,future,Med_fal,2,1,1,,,,,,,,,
2018,9/3/2018,9_1,mowing,future,Med_fal,2,2,7,,,,,,,,,
2018,9/3/2018,9_4,grazing,future,Med_fal,2,1,2,,,,,,,,,
2018,9/3/2018,9_4,grazing,future,Med_fal,2,2,1,,,,,,,,,
2018,9/3/2018,9_4,grazing,future,Med_fal,2,3,3,,,,,,,,,
2018,9/3/2018,9_4,grazing,future,Med_fal,2,4,4,,,,,,,,,
2018,9/3/2018,9_4,grazing,future,Med_fal,1,1,1,,,,,,,,,
2018,9/3/2018,9_4,grazing,future,Med_fal,1,2,2,,,,,,,,,
2019,12/9/2019,1_1,mowing,ambient,Med_fal,1,1,3,,,,,,,,,
2019,12/9/2019,1_1,mowing,ambient,Med_fal,1,2,3,,,,,,,,,
2019,12/9/2019,1_1,mowing,ambient,Med_fal,1,3,1,,,,,,,,,
2019,12/9/2019,1_1,mowing,ambient,Med_fal,1,4,3,,,,,,,,,
2019,12/9/2019,1_1,mowing,ambient,Med_fal,1,1,2,,,,,,,,,
2019,12/9/2019,1_1,mowing,ambient,Med_fal,1,2,3,,,,,,,,,
2019,12/9/2019,1_1,mowing,ambient,Med_fal,1,3,5,,,,,,,,,
2019,12/9/2019,1_3,grazing,ambient,Med_fal,2,,1,,,,,,,,,
2019,12/9/2019,1_3,grazing,ambient,Med_fal,1,1,1,,,,,,,,,
2019,12/9/2019,1_3,grazing,ambient,Med_fal,1,2,1,,,,,,,,,
2019,12/9/2019,1_3,grazing,ambient,Med_fal,1,3,2,,,,,,,,,
2019,12/9/2019,1_3,grazing,ambient,Med_fal,1,4,1,,,,,,,,,
2019,12/9/2019,10_1,grazing,ambient,Med_fal,1,,5,,,,,,,,,
2019,12/9/2019,10_1,grazing,ambient,Med_fal,2,1,3,,,,,,,,,
2019,12/9/2019,10_1,grazing,ambient,Med_fal,2,2,4,,,,,,,,,
2019,12/9/2019,10_2,mowing,ambient,Med_fal,1,1,3,,,,,,,,,
2019,12/9/2019,10_2,mowing,ambient,Med_fal,1,2,2,,,,,,,,,
2019,12/9/2019,10_2,mowing,ambient,Med_fal,1,3,2,,,,,,,,,
2019,12/9/2019,2_2,grazing,future,Med_fal,2,,2,,,,,,,,,
2019,12/9/2019,2_2,grazing,future,Med_fal,1,1,8,,,,,,,,,
2019,12/9/2019,2_2,grazing,future,Med_fal,1,2,4,,,,,,,,,
2019,12/9/2019,2_2,grazing,future,Med_fal,1,3,4,,,,,,,,,
2019,12/9/2019,2_2,grazing,future,Med_fal,1,4,2,,,,,,,,,
2019,12/9/2019,2_5,mowing,future,Med_fal,1,,3,,,,,,,,,
2019,12/9/2019,2_5,mowing,future,Med_fal,2,1,4,,,,,,,,,
2019,12/9/2019,2_5,mowing,future,Med_fal,2,2,4,,,,,,,,,
2019,12/9/2019,2_5,mowing,future,Med_fal,2,3,3,,,,,,,,,
